0,1
1,2
0,3
3,4
2,5
4,6
5,7
5,8
4,9
9,10
0,11
7,12
11,13
8,14
1,15
0,16
5,17
11,18
15,19
5,20
4,21
6,22
12,23
23,24
6,25
0,26
17,27
14,28
19,29
23,30
8,31
6,32
15,33
14,34
26,35
24,36
8,37
24,38
32,39
26,40
1,41
23,42
27,43
7,44
25,45
0,46
22,47
11,48
32,49
21,50
33,51
40,52
38,53
48,54
20,55
18,56
40,57
42,58
11,59
57,60
20,61
5,62
4,63
20,64
36,65
37,66
16,67
10,68
50,69
24,70
9,71
21,72
68,73
56,74
58,75
56,76
67,77
52,78
73,79
31,80
22,81
25,82
42,83
30,84
33,85
59,86
14,87
9,88
29,89
14,90
72,91
70,92
33,93
74,94
18,95
35,96
65,97
84,98
6,99
