0,183
1,193
2,61
3,116
4,87
5,22
6,540
7,181
8,65
9,0
10,71
11,28
12,33
13,0
14,108
15,130
16,0
17,8
18,49
19,47
20,0
21,14
22,0
23,0
24,0
25,41
26,1
27,21
28,0
29,27
30,9
31,18
32,74
33,0
34,57
35,9
36,1
37,0
38,0
39,4
40,20
41,14
42,0
43,17
44,0
45,117
46,0
47,26
48,4
49,0
50,19
51,0
52,28
53,4
54,0
55,0
56,0
57,78
58,0
59,0
60,0
61,0
62,0
63,26
64,12
65,71
66,0
67,13
68,0
69,2
70,3
71,23
72,35
73,40
74,61
75,43
76,88
77,0
78,55
79,0
80,0
81,123
82,0
83,38
84,49
85,33
86,0
87,46
88,0
89,3
90,47
91,43
92,48
93,0
94,0
95,2
96,3
97,6
98,1
99,0
100,48
101,51
102,0
103,0
104,49
105,0
106,11
107,0
108,0
109,0
110,10
111,0
112,0
113,3
114,21
115,0
116,0
117,2
118,40
119,5
120,13
121,37
122,0
123,42
124,45
125,0
126,8
127,13
128,0
129,17
130,0
131,29
132,35
133,1
134,16
135,0
136,0
137,7
138,0
139,3
140,0
141,19
142,8
143,12
144,0
145,16
146,1
147,25
148,0
149,5
150,0
151,0
152,1
153,0
154,11
155,0
156,19
157,20
158,0
159,6
160,20
161,55
162,14
163,48
164,0
165,0
166,0
167,14
168,11
169,34
170,32
171,0
172,2
173,29
174,22
175,0
176,0
177,12
178,0
179,17
180,16
181,0
182,0
183,48
184,0
185,51
186,13
187,43
188,0
189,13
190,28
191,12
192,9
193,0
194,0
195,0
196,16
197,2
198,16
199,0
200,12
201,98
202,22
203,8
204,41
205,54
206,12
207,0
208,19
209,1
210,23
211,0
212,0
213,17
214,18
215,58
216,0
217,53
218,0
219,0
220,0
221,0
222,0
223,18
224,8
225,6
226,19
227,19
228,0
229,0
230,31
231,46
232,25
233,2
234,19
235,48
236,0
237,40
238,7
239,0
240,3
241,0
242,0
243,2
244,0
245,0
246,3
247,4
248,0
249,0
250,0
251,0
252,22
253,0
254,22
255,1
256,0
257,0
258,42
259,14
260,15
261,17
262,6
263,27
264,0
265,20
266,37
267,0
268,0
269,43
270,0
271,14
272,21
273,5
274,17
275,23
276,0
277,0
278,15
279,11
280,0
281,8
282,0
283,0
284,5
285,0
286,44
287,1
288,39
289,11
290,0
291,0
292,14
293,0
294,2
295,7
296,8
297,0
298,2
299,0
300,21
301,23
302,0
303,26
304,30
305,1
306,0
307,24
308,0
309,35
310,41
311,0
312,7
313,3
314,7
315,0
316,0
317,17
318,13
319,0
320,12
321,20
322,9
323,36
324,3
325,0
326,17
327,0
328,0
329,18
330,1
331,0
332,17
333,0
334,1
335,9
336,0
337,15
338,28
339,1
340,12
341,34
342,0
343,0
344,0
345,3
346,0
347,1
348,3
349,15
350,11
351,0
