0,1
0,2
1,3
2,4
0,5
2,5
4,5
5,6
2,7
5,7
1,8
5,8
5,9
8,9
2,10
7,10
2,11
2,12
5,12
6,12
1,14
5,14
4,15
7,15
9,16
2,17
5,19
1,20
1,21
6,21
7,21
2,22
21,24
1,25
4,25
11,26
15,26
6,27
2,29
21,31
22,31
26,33
9,34
24,34
5,35
7,35
5,36
11,36
2,38
11,41
11,42
34,42
1,46
4,46
26,47
1,48
8,48
31,50
33,50
1,53
5,54
21,54
34,54
1,59
25,59
54,59
5,60
21,60
31,61
11,62
21,62
61,62
20,63
8,64
54,64
63,66
8,67
20,70
9,72
2,73
34,74
0,75
31,75
0,76
64,76
42,79
20,80
24,80
4,82
15,83
61,83
1,84
80,84
82,87
10,88
7,90
62,90
76,91
1,92
5,93
11,93
26,94
35,94
0,95
94,95
21,98
62,99
12,100
36,102
46,103
9,104
64,108
63,109
46,111
34,112
53,112
0,113
4,114
102,114
46,115
62,115
2,116
59,116
74,116
84,116
35,117
4,118
90,118
7,119
9,120
1,122
20,122
59,122
80,122
0,123
9,125
5,126
64,126
2,127
50,128
64,128
33,129
21,131
59,132
116,132
1,133
73,134
4,136
5,136
5,137
42,137
94,138
9,142
5,144
26,144
116,147
2,149
64,149
46,150
7,151
34,151
31,152
82,153
92,153
74,154
137,154
5,155
64,155
122,157
2,158
26,158
2,159
46,159
64,160
126,162
116,165
2,167
60,168
144,169
153,169
59,170
1,171
144,175
84,176
26,179
35,179
5,182
24,183
12,184
116,184
88,186
12,189
64,191
7,193
3,197
72,198
1,199
0,200
80,200
29,201
2,202
24,202
36,202
128,202
120,204
10,205
2,208
4,208
7,209
48,209
154,209
2,210
5,210
184,210
73,214
193,214
83,215
0,216
61,217
21,219
5,220
20,221
46,221
1,226
12,227
82,229
64,230
0,231
20,231
41,232
67,232
38,233
59,235
75,235
63,236
182,236
122,241
2,242
137,242
9,243
54,244
94,244
153,244
80,245
0,246
116,246
64,247
2,248
9,248
54,250
16,251
193,251
119,254
35,255
153,255
202,256
7,259
183,259
64,261
93,261
0,262
1,263
79,263
0,264
9,264
31,265
242,265
6,267
232,272
263,273
72,274
2,275
21,276
54,276
74,276
155,277
73,278
275,279
127,281
84,282
119,282
193,283
275,286
5,288
42,288
138,288
50,290
26,291
88,291
111,291
120,291
282,292
1,295
160,295
152,298
94,300
153,300
11,302
42,302
209,303
292,305
1,306
5,306
59,306
59,307
5,308
5,310
263,310
307,310
53,311
83,313
245,314
310,317
15,320
244,320
122,321
149,321
153,321
5,323
9,323
125,324
263,326
38,328
119,328
5,329
0,330
115,330
109,332
11,333
182,334
27,337
61,338
245,340
2,342
137,342
7,345
0,346
8,347
347,348
54,351
1,352
4,352
31,352
76,352
0,353
153,353
76,354
230,354
48,355
149,357
60,358
20,359
244,359
46,360
54,360
82,360
236,360
1,361
256,363
54,364
79,365
152,365
2,368
235,368
276,369
136,371
208,371
82,372
10,373
305,375
153,376
347,376
184,377
36,378
169,378
115,379
359,379
302,380
35,382
273,382
226,383
82,385
62,386
93,386
82,387
129,387
4,388
282,389
7,392
204,393
8,394
73,394
7,396
360,396
75,397
276,398
310,398
291,399
33,401
0,403
93,403
2,404
394,404
59,405
7,406
2,410
254,410
91,411
38,412
2,413
26,414
248,415
365,415
83,418
59,419
149,419
63,421
153,421
193,421
324,422
1,424
42,425
119,425
5,426
27,426
119,430
275,430
354,431
368,431
122,433
378,434
202,436
231,436
210,437
102,439
434,442
9,443
22,443
314,443
42,444
31,446
128,446
251,446
1,447
93,448
242,450
22,451
202,451
1,453
202,456
7,457
42,457
11,458
128,458
307,458
31,459
2,460
93,460
64,465
5,469
26,469
27,469
59,471
152,474
4,475
7,475
15,476
0,478
386,478
7,480
31,480
421,481
20,482
254,482
210,483
12,485
413,486
244,491
1,492
46,492
1,493
353,493
457,495
421,497
394,499
24,500
31,500
9,502
4,503
24,505
46,507
365,508
382,508
346,509
1,511
242,511
12,512
16,513
54,513
16,514
226,514
231,517
128,518
368,519
100,520
1,521
54,522
382,522
446,522
116,524
0,527
410,527
47,529
4,530
54,530
153,531
82,534
3,538
273,538
401,539
2,540
21,541
1,542
208,543
53,544
353,544
414,546
5,547
310,547
200,548
396,549
12,550
347,551
458,552
295,553
80,554
231,555
415,557
404,558
83,559
265,559
95,560
219,561
0,562
59,563
7,564
34,564
22,567
511,568
11,570
113,570
1,572
232,574
529,574
555,574
12,575
574,575
2,576
31,576
0,579
283,580
425,580
457,580
1,582
255,582
323,583
421,586
436,586
521,586
118,587
14,588
116,588
229,588
127,589
7,590
20,591
26,591
82,592
38,593
153,596
307,596
116,597
80,599
5,600
193,601
231,602
126,606
563,606
219,608
580,609
202,612
232,614
460,614
311,616
151,617
310,620
126,621
608,622
0,623
99,623
460,624
575,626
232,627
562,627
1,628
158,628
21,629
102,629
72,632
244,634
520,635
88,636
133,636
276,636
0,637
35,637
242,637
421,637
60,638
358,639
10,641
64,642
547,642
93,643
471,646
7,647
378,647
1,648
306,648
558,649
265,652
126,654
500,655
413,656
421,659
276,660
102,661
300,662
590,664
310,665
94,666
1,668
436,668
88,670
0,671
580,671
35,672
59,672
12,673
183,673
371,673
66,674
671,675
59,676
46,677
261,677
0,678
31,679
99,680
208,680
159,681
2,682
21,686
94,687
170,688
396,688
295,690
10,692
15,692
93,692
95,692
305,693
83,694
183,695
389,695
567,698
4,700
46,702
255,703
340,704
2,705
534,706
0,707
15,707
358,710
511,710
59,711
324,711
160,712
621,712
649,712
19,713
7,714
93,714
118,714
201,714
157,715
534,716
0,718
117,719
24,720
5,721
111,722
204,723
59,725
1,726
54,726
244,728
263,728
5,729
1,732
386,733
371,734
184,737
119,738
547,740
328,741
346,741
59,742
116,742
20,743
31,744
88,751
549,751
1,752
1,754
60,754
184,754
34,755
54,756
254,757
5,759
94,760
128,763
132,767
471,768
508,768
434,769
599,770
9,771
70,771
529,776
388,777
118,779
158,779
410,782
305,784
563,786
575,787
88,791
411,792
436,792
451,793
2,794
59,796
31,797
204,797
434,798
94,799
102,800
1,801
132,801
575,801
382,804
361,806
282,808
368,809
31,810
310,810
5,812
47,812
31,813
434,817
300,819
393,819
364,821
226,822
2,823
19,823
202,824
4,827
21,828
59,828
751,829
159,830
116,831
31,833
247,833
436,833
244,835
379,835
495,836
119,838
459,839
242,840
314,842
817,843
368,844
5,845
21,850
193,850
226,851
0,853
94,853
446,854
214,855
282,855
514,855
360,857
635,858
7,860
446,860
7,862
26,862
59,863
1,867
154,868
755,868
147,869
862,870
822,871
0,872
22,872
232,873
204,875
7,876
54,878
353,878
878,879
278,881
314,881
0,883
62,883
221,883
21,884
232,884
637,884
193,885
232,885
60,887
679,887
11,891
728,891
885,893
184,895
122,896
5,897
7,899
24,900
94,900
415,900
1,901
457,902
694,903
661,904
34,905
300,905
486,905
353,906
529,907
368,909
754,909
4,910
884,910
169,911
817,911
99,912
126,913
307,913
460,913
365,914
376,914
7,915
100,915
478,916
558,916
